home_age,home_value,square_feet,location_risk,construction_type,security_system,smoke_detectors,flood_zone,roof_age,owner_age,claims_history,garage,premium
46,1158997,3042,low,concrete,yes,yes,yes,6,23,2,yes,3561
53,870569,4541,medium,steel,no,no,yes,6,24,3,yes,4470
19,1446463,4973,medium,steel,yes,no,yes,23,36,1,yes,4452
49,505738,2539,medium,wood,no,no,yes,20,70,2,no,3990
80,901589,3572,low,steel,yes,no,no,18,23,3,yes,3458
17,1287141,5553,low,brick,yes,no,yes,26,38,3,no,3869
27,388210,4630,high,concrete,yes,no,no,26,59,0,no,2343
19,320606,4387,low,brick,yes,no,yes,28,32,3,no,3427
30,941448,1337,low,brick,yes,yes,yes,1,26,2,yes,2656
78,383370,2695,medium,wood,no,no,yes,19,27,2,no,3766
46,1323201,1340,medium,concrete,no,yes,yes,27,24,0,no,4261
64,1210058,2483,high,concrete,no,no,yes,23,44,1,no,4268
32,1280804,1544,medium,brick,no,no,no,13,53,1,no,3154
53,668689,4381,medium,concrete,no,yes,yes,4,25,0,no,3101
23,374485,2327,low,steel,yes,yes,no,0,68,1,no,1597
36,1132845,1935,medium,concrete,no,no,yes,11,50,3,no,4374
10,966185,3229,low,concrete,no,yes,no,11,38,0,no,2189
59,1036496,4602,low,steel,yes,no,no,18,52,3,no,3400
29,989610,5680,medium,steel,no,no,yes,20,56,3,no,4279
11,1361705,2156,medium,steel,no,no,yes,29,69,1,no,3728
38,1476788,4230,low,steel,yes,yes,yes,21,42,0,no,3336
79,1217485,4928,high,concrete,yes,no,yes,1,44,2,no,4415
32,1155251,5440,medium,wood,yes,no,no,28,69,2,no,3769
91,806836,5480,low,wood,no,yes,yes,23,52,2,no,4562
52,1179225,5460,low,steel,no,no,yes,12,78,0,yes,3436
1,962264,1310,medium,concrete,yes,no,no,11,74,3,no,2635
14,358616,2417,low,concrete,no,yes,no,22,22,3,no,2287
3,186084,1633,medium,concrete,no,yes,no,22,74,2,yes,2232
30,510775,1960,high,concrete,no,no,no,26,32,3,yes,3020
31,608623,3290,high,concrete,yes,yes,yes,6,22,2,no,3529
1,538459,3986,low,wood,no,no,no,20,28,1,yes,2282
46,1240374,2727,medium,brick,yes,yes,no,1,62,2,no,3156
14,864974,2695,medium,brick,no,yes,no,7,34,0,yes,2333
36,934469,690,high,brick,no,no,no,18,75,3,yes,3582
46,1348755,2268,high,steel,yes,no,no,18,41,0,yes,3179
55,1072495,5391,medium,steel,yes,yes,no,17,27,2,yes,3216
36,648338,4605,low,wood,yes,no,yes,1,51,1,yes,3110
43,658828,4649,medium,wood,yes,no,no,29,70,2,no,3089
43,198311,2723,low,concrete,no,yes,yes,1,73,3,yes,2866
15,843525,3756,low,wood,no,yes,yes,12,27,0,no,3012
38,1062719,862,medium,steel,no,no,no,5,55,2,no,3087
89,766069,5096,medium,wood,no,yes,no,7,56,1,no,3717
44,906916,1857,high,concrete,yes,yes,yes,18,41,2,no,3813
55,823783,5696,high,concrete,yes,no,no,5,59,0,yes,2745
55,1207922,815,high,concrete,no,no,yes,18,51,3,no,5070
78,742731,1797,low,steel,no,no,yes,8,72,0,yes,2873
88,1236451,1502,high,brick,yes,no,no,14,54,1,no,3779
58,639578,2152,medium,brick,no,yes,yes,16,75,1,yes,3331
57,1106217,3534,low,steel,no,no,yes,22,45,1,yes,3706
56,1243087,2432,high,concrete,yes,yes,no,7,52,3,no,3725
2,897659,2967,medium,concrete,yes,no,no,8,37,0,no,2151
34,881982,2474,medium,steel,yes,yes,no,29,61,3,yes,3466
49,1062831,2692,high,brick,yes,yes,no,4,37,2,no,3031
64,546974,4036,medium,concrete,no,no,no,5,48,1,no,2699
87,790454,5573,medium,concrete,no,yes,yes,20,57,3,yes,4643
8,565756,1503,medium,brick,no,yes,no,25,43,1,no,2336
69,171188,5828,high,steel,no,no,no,20,36,2,no,2662
58,942625,5042,medium,wood,no,no,no,26,67,2,no,3934
93,178543,5857,low,concrete,no,no,yes,10,22,3,yes,3239
43,1343258,5657,medium,brick,yes,yes,yes,6,75,1,no,4035
62,1064296,3459,medium,steel,yes,yes,no,29,49,3,no,4139
52,1197089,2974,high,brick,no,yes,yes,27,54,3,no,5023
33,921548,1741,medium,brick,yes,yes,yes,19,57,2,yes,3988
20,1105383,1703,high,wood,yes,yes,yes,14,36,3,no,4505
80,726057,5296,high,concrete,yes,yes,yes,12,52,3,yes,4735
59,1087738,5252,high,concrete,yes,no,yes,14,78,1,no,4144
60,1155312,5451,high,concrete,yes,no,yes,13,27,1,no,4090
63,1333111,992,medium,wood,yes,yes,no,5,25,1,yes,3816
56,107956,3959,medium,brick,yes,no,no,3,79,2,yes,2461
37,451375,2412,high,steel,yes,no,no,28,41,1,no,2713
60,875417,4020,high,brick,yes,no,yes,17,25,2,yes,4081
88,756554,5328,high,concrete,yes,yes,no,17,31,3,yes,3908
51,835365,5675,high,wood,yes,yes,no,27,28,0,yes,3189
29,1264363,5230,medium,brick,yes,yes,no,28,48,3,no,3653
99,1356047,4383,low,wood,no,no,no,3,78,2,yes,3902
9,1280409,1125,medium,steel,no,no,no,26,27,2,no,3658
86,1228913,3118,high,steel,no,yes,yes,20,76,3,no,5160
84,402529,4658,high,concrete,yes,no,no,0,52,0,no,2419
40,108287,5452,high,wood,yes,yes,no,2,57,3,no,2814
68,1095248,890,high,concrete,no,yes,yes,4,48,0,yes,3966
43,815504,4303,low,wood,no,no,yes,23,34,1,no,3516
76,475059,4205,high,wood,no,no,yes,19,32,0,no,4313
23,262595,2310,low,steel,no,no,no,5,74,3,no,2359
8,961733,3767,medium,brick,yes,yes,no,27,30,2,yes,3020
74,915415,1092,low,brick,no,no,no,3,29,1,yes,2632
64,1130417,2038,medium,steel,yes,no,no,4,31,1,yes,2875
23,330497,4352,low,steel,no,no,yes,11,23,0,no,2158
93,1253689,1467,high,wood,yes,no,yes,6,45,0,yes,4511
96,1227738,4415,low,brick,no,yes,yes,12,56,0,yes,3846
56,1151781,5157,high,concrete,yes,no,yes,7,55,3,no,4555
14,547018,1095,low,concrete,no,yes,no,12,71,1,yes,2346
80,830205,625,medium,brick,no,yes,no,11,32,1,yes,2834
17,553565,1365,low,brick,no,no,yes,9,73,0,yes,2210
20,1158420,3626,low,brick,no,no,yes,9,22,3,yes,3488
12,1358152,4049,medium,wood,no,yes,yes,7,26,1,yes,4100
73,138028,4030,low,steel,no,yes,yes,26,48,1,yes,3391
72,274469,3043,medium,steel,no,no,yes,28,28,1,yes,3483
41,274805,5828,low,wood,yes,no,no,27,71,1,no,2668
85,489856,4550,medium,concrete,no,yes,yes,13,58,1,yes,3534
32,180771,2502,medium,wood,no,no,yes,22,73,2,yes,3605
37,1062509,5545,high,brick,yes,yes,no,3,59,1,yes,3372
18,345425,3929,medium,steel,yes,no,no,19,22,0,no,2014
29,970447,933,medium,steel,yes,no,yes,1,53,1,no,2992
7,471298,2027,high,wood,yes,yes,no,8,38,1,yes,2556
40,233914,2065,high,steel,no,yes,no,5,39,0,no,2125
6,1045413,5950,medium,wood,no,yes,no,28,25,2,no,3632
20,1286361,2795,high,steel,yes,yes,yes,26,70,0,yes,3795
55,282524,4217,medium,wood,yes,yes,no,18,34,0,no,2323
56,1363294,1171,medium,brick,no,yes,yes,2,26,0,yes,3549
73,968864,1401,low,wood,no,no,no,28,43,3,no,4080
53,876938,1788,medium,steel,no,no,yes,12,47,1,yes,3502
73,985531,794,high,wood,yes,no,yes,26,25,1,yes,4657
72,1393084,5178,low,wood,yes,no,no,10,44,1,yes,3754
81,956927,726,low,steel,yes,yes,no,27,26,0,yes,2645
88,1079099,4920,high,brick,no,yes,no,13,30,1,yes,3855
87,306426,3434,high,wood,yes,yes,yes,16,34,3,yes,4657
33,458345,3894,low,concrete,yes,yes,yes,17,30,2,yes,3185
22,1430385,3211,high,concrete,no,no,no,4,25,1,no,3049
50,899043,5251,high,brick,yes,no,no,24,47,1,no,3166
86,304517,2221,medium,brick,no,no,no,2,35,0,no,1972
27,466332,4850,high,steel,no,no,yes,6,75,2,yes,3349
48,1277330,5299,medium,steel,no,yes,yes,5,23,2,no,4167
66,993992,4332,high,wood,yes,no,no,26,52,2,no,4274
95,1093651,3627,high,brick,no,yes,yes,2,71,1,yes,4274
13,1208602,2996,high,wood,no,no,no,26,72,2,no,4050
2,983396,3052,high,steel,no,no,no,19,47,0,no,2863
46,439605,1409,low,wood,no,yes,yes,12,23,2,yes,3495
71,951320,824,low,wood,no,no,no,10,62,1,no,2980
11,346511,4999,high,wood,yes,yes,no,26,67,2,no,3066
26,429016,3717,low,brick,yes,no,no,20,65,2,yes,2083
63,1464289,819,high,concrete,yes,yes,no,1,73,0,no,3551
49,612554,2725,high,brick,no,no,no,7,58,2,yes,2888
63,1279649,2625,medium,wood,no,yes,yes,11,23,1,no,4510
21,877786,4491,medium,steel,yes,no,no,11,61,3,yes,2726
49,918211,877,high,concrete,no,no,no,22,49,1,yes,3130
79,542087,1128,low,wood,yes,yes,yes,14,77,2,yes,3287
80,586407,5816,low,wood,no,no,no,24,44,0,yes,2817
9,1129280,1080,high,steel,no,yes,yes,7,28,0,no,3393
21,1118656,3773,low,wood,yes,no,no,11,60,1,no,2663
53,735452,3441,high,wood,yes,yes,yes,22,61,0,yes,3621
55,603890,5374,medium,concrete,yes,yes,yes,24,73,2,yes,3944
41,436905,5790,low,brick,no,no,yes,9,43,3,no,3540
6,744317,2582,low,steel,no,no,no,20,77,0,no,1888
1,944565,3376,medium,steel,no,no,yes,2,77,3,no,3315
95,595142,2314,high,steel,no,no,yes,5,57,0,no,3572
64,993725,1781,low,brick,yes,no,yes,24,22,1,no,3633
5,132388,5248,medium,brick,no,yes,yes,21,55,2,no,2896
26,486802,2697,low,concrete,no,no,yes,29,25,3,yes,3169
1,1151502,2419,medium,concrete,yes,no,no,27,62,3,no,3368
1,261049,3403,low,steel,yes,yes,yes,14,56,1,no,2339
93,957207,2713,high,brick,yes,yes,no,13,74,0,yes,3200
86,1416382,5954,low,concrete,no,no,yes,2,52,1,no,3998
38,138630,3273,medium,wood,no,yes,yes,17,54,3,yes,3857
41,701256,3586,high,brick,no,yes,no,20,26,0,yes,2971
83,175024,5976,low,wood,yes,yes,no,23,64,1,no,2575
28,1048881,1015,medium,concrete,yes,no,no,23,64,3,no,3505
5,559223,3760,medium,wood,no,no,no,16,32,3,yes,3224
21,1205755,3169,high,concrete,no,no,no,27,53,0,yes,3332
63,924051,4582,low,steel,no,no,no,13,68,1,yes,2788
86,871366,3146,high,steel,no,yes,yes,13,22,0,no,3663
84,260672,3048,medium,steel,no,yes,no,15,64,2,yes,2365
12,600695,4374,medium,brick,yes,yes,no,18,27,1,yes,2173
6,1393770,3213,low,brick,no,yes,no,26,49,0,no,2652
29,579879,2286,medium,steel,yes,no,yes,10,38,0,no,2727
61,446714,1438,high,brick,no,no,no,4,71,2,no,2638
35,627897,1531,medium,concrete,no,yes,yes,0,32,0,no,2475
75,241858,2909,low,wood,yes,yes,yes,28,62,1,yes,3049
52,1066779,5145,low,concrete,no,no,no,21,48,2,no,2976
33,1023524,5572,medium,steel,no,yes,no,19,33,1,no,3313
25,907184,2679,high,wood,yes,yes,no,24,34,1,no,3427
14,706561,4547,low,concrete,no,yes,yes,17,52,0,yes,3005
93,540401,4764,medium,wood,yes,yes,no,25,56,0,no,2944
53,1124536,682,medium,brick,yes,yes,no,13,46,1,no,3014
61,410632,1369,medium,wood,no,no,yes,4,51,3,yes,3703
13,363228,1410,high,wood,no,no,yes,4,57,0,yes,3160
15,822013,1070,high,steel,yes,no,no,21,42,1,yes,2490
55,209523,4223,high,brick,yes,yes,no,4,69,0,yes,1917
53,444821,5723,low,concrete,no,no,yes,9,76,1,yes,2912
72,717336,3845,medium,steel,yes,yes,yes,9,57,0,yes,3234
47,658375,5824,high,wood,yes,yes,no,8,49,2,no,3686
45,1116489,2795,low,concrete,yes,no,yes,13,48,3,yes,4033
97,420339,721,low,wood,yes,yes,yes,0,33,1,yes,3244
75,1132941,2490,low,wood,no,no,yes,28,31,0,yes,4146
64,931657,3154,low,concrete,no,no,no,23,47,2,no,3153
15,803369,2533,high,wood,no,yes,no,5,50,1,yes,3198
21,233418,5384,low,wood,yes,no,no,26,66,3,no,2771
36,477539,2010,high,concrete,no,no,no,24,27,3,yes,3312
70,874015,5228,high,concrete,yes,yes,no,25,46,3,yes,4017
25,981496,916,high,steel,yes,yes,no,6,29,2,yes,2847
44,430395,4844,medium,concrete,no,yes,yes,11,32,2,yes,3560
1,1239607,1104,high,steel,yes,no,no,14,38,2,yes,3361
42,539906,3425,low,concrete,yes,no,yes,15,59,3,yes,3404
59,1043420,2482,medium,steel,no,no,yes,2,68,2,yes,3639
33,762395,3142,medium,steel,no,no,no,15,34,3,no,3470
32,238884,5610,medium,wood,yes,yes,yes,7,62,1,yes,2991
66,1041920,4108,high,brick,no,yes,yes,13,36,1,yes,4327
25,1453354,1032,high,concrete,no,no,yes,25,40,1,no,4434
40,1091495,1191,medium,concrete,yes,no,yes,2,40,0,yes,3278
58,357684,3344,low,wood,no,yes,no,11,31,3,yes,3126
97,424868,1200,medium,brick,yes,no,yes,13,49,2,yes,3592
75,340421,4079,high,brick,yes,yes,no,28,58,3,yes,3910
64,1198847,4230,high,concrete,no,yes,yes,18,46,3,no,4924
19,1420329,2623,low,concrete,yes,yes,no,3,36,0,yes,2509
89,1497259,3753,low,steel,yes,no,no,11,56,2,no,3775
28,359046,3052,medium,brick,no,yes,no,2,37,0,no,1972
74,1393598,1747,high,brick,yes,no,no,21,58,0,yes,3184
95,365994,4959,medium,steel,yes,yes,yes,26,48,1,yes,3404
80,1400762,1258,low,steel,no,no,yes,22,26,3,no,4494
42,967199,1714,medium,concrete,no,yes,yes,15,45,2,no,3625
82,786348,1595,medium,brick,no,no,yes,2,23,1,yes,3690
86,656588,5873,high,wood,no,no,yes,2,61,0,no,4012
50,324942,3563,high,steel,yes,yes,yes,28,70,0,yes,2802
99,561900,960,high,brick,yes,yes,no,6,74,1,yes,2551
76,615816,4384,medium,brick,yes,yes,no,9,56,1,no,2663
92,1375711,2862,high,brick,yes,yes,yes,24,74,1,yes,4755
48,527923,2308,high,brick,no,yes,yes,15,78,1,yes,3175
57,469619,4620,low,steel,yes,no,yes,12,54,1,no,2697
9,813128,4873,high,wood,yes,no,no,18,75,2,yes,3985
30,1415843,1779,low,wood,no,no,yes,27,63,3,no,4860
18,1148260,4241,medium,steel,yes,no,yes,5,53,2,yes,3488
45,1359733,1654,medium,brick,yes,yes,yes,20,53,3,yes,4593
88,1477047,5335,high,steel,yes,yes,yes,23,37,3,no,5454
83,1064587,4498,low,steel,yes,yes,yes,8,66,1,no,3445
78,183555,2875,high,brick,no,yes,yes,23,59,2,no,3708
66,1223272,4811,low,steel,yes,yes,yes,13,66,2,no,3805
11,1182295,5154,high,steel,yes,no,no,16,65,0,no,2931
90,1197223,4195,low,brick,no,yes,yes,6,44,2,no,4162
72,826975,921,low,wood,yes,no,no,7,47,2,no,2937
67,868964,3519,medium,steel,no,no,yes,4,79,0,yes,3431
15,1132713,5915,low,concrete,no,yes,yes,19,26,3,yes,4142
40,1203793,3072,medium,brick,yes,yes,no,22,28,3,no,3504
13,249430,4537,high,concrete,no,no,no,11,55,1,no,2246
80,1014970,4878,high,steel,yes,no,yes,21,71,3,no,4975
86,885919,4508,low,wood,yes,no,no,27,31,3,yes,4124
33,1278446,5212,medium,steel,yes,yes,no,1,77,2,yes,3018
2,950331,3662,medium,brick,no,yes,yes,15,43,0,yes,2827
93,1312036,5979,high,wood,yes,yes,no,27,42,1,no,4425
34,1170421,4323,medium,steel,no,no,no,24,40,2,yes,3770
16,1466155,4996,medium,brick,yes,no,yes,29,73,2,no,4268
14,1251977,3315,high,concrete,no,no,yes,26,77,2,yes,4230
46,1482663,2903,medium,steel,yes,yes,yes,2,63,0,no,3714
50,624090,5900,high,concrete,no,no,no,14,60,1,no,2807
5,596064,3327,medium,brick,no,yes,yes,16,66,1,no,2905
43,271234,4304,low,brick,yes,yes,yes,15,46,2,yes,2555
18,889563,3028,high,concrete,no,yes,no,27,34,3,no,3798
48,701167,3979,high,wood,no,yes,yes,2,64,0,yes,3631
64,1301206,5218,high,steel,no,yes,no,14,40,1,yes,3894
26,733437,5699,low,brick,no,no,no,29,75,1,yes,2456
74,878761,1289,high,wood,yes,yes,no,0,28,1,yes,3644
70,211562,2770,low,brick,no,yes,no,11,52,3,no,2561
14,170995,5174,medium,brick,no,no,no,9,23,3,no,2662
66,924426,4692,low,brick,no,no,no,22,65,0,no,2628
61,973990,5255,high,concrete,no,no,no,26,66,3,yes,4176
91,680116,5163,low,concrete,yes,yes,yes,5,25,3,no,3879
73,1058203,3037,low,brick,yes,yes,no,27,22,2,yes,3709
77,636676,3400,low,steel,no,yes,yes,7,73,3,no,3812
21,845694,2903,low,wood,no,no,no,29,68,1,yes,2820
55,1366897,812,medium,brick,no,yes,yes,19,71,0,yes,3967
2,1033207,5594,medium,wood,yes,no,no,5,44,2,no,2820
3,1091012,1920,medium,brick,no,no,yes,18,68,2,yes,4241
13,1405326,2867,high,wood,yes,yes,yes,3,38,0,no,3997
21,185056,3187,low,steel,no,no,no,21,43,2,no,1894
33,766877,5118,medium,wood,no,no,yes,15,56,2,no,4007
20,322065,1814,high,brick,no,yes,no,4,29,0,yes,1922
18,1345404,728,high,steel,no,yes,no,15,77,2,no,3240
89,1204298,4856,low,brick,yes,yes,no,28,76,3,no,4211
38,1318250,1656,low,brick,yes,yes,yes,17,28,0,yes,3349
25,1489125,4706,low,concrete,no,yes,yes,24,22,1,no,4075
38,1053920,3154,low,wood,no,yes,no,12,46,0,yes,2657
15,1017755,3886,low,brick,yes,yes,yes,12,72,3,yes,4191
81,1088271,2377,low,steel,yes,no,no,17,45,3,yes,3332
29,593307,4467,medium,steel,no,no,yes,7,71,1,yes,2989
97,1000386,2381,medium,steel,no,no,no,28,54,3,yes,3899
64,624567,2438,low,concrete,no,yes,no,20,32,1,yes,2529
32,1005509,2024,high,brick,no,yes,no,6,53,1,no,2881
72,210770,5537,medium,steel,yes,no,yes,21,50,0,no,2935
43,552796,3040,low,concrete,yes,yes,yes,26,22,0,yes,2964
13,171847,1706,medium,steel,yes,no,yes,14,68,0,yes,2259
81,1283297,5833,high,concrete,yes,yes,no,1,29,1,yes,3540
85,1338642,3602,high,wood,yes,yes,yes,3,66,2,yes,5017
78,425902,5788,medium,brick,yes,yes,yes,15,50,2,no,3555
25,663925,4005,low,steel,no,yes,yes,11,52,0,no,2742
49,738381,1412,low,concrete,no,yes,yes,15,78,2,no,3152
88,1176483,3832,low,brick,no,no,yes,24,56,1,yes,4405
97,329399,4802,high,wood,no,no,no,22,28,1,no,3694
8,948722,3651,high,concrete,yes,no,yes,16,52,3,no,3777
28,123645,4477,high,steel,no,no,yes,28,66,3,no,3789
83,1005062,3482,high,brick,no,no,no,28,71,2,no,3688
11,1116871,959,medium,wood,yes,no,no,19,77,2,no,3334
55,255172,2797,low,wood,yes,yes,no,9,53,3,yes,2676
10,1235605,5625,low,concrete,yes,yes,yes,14,51,1,no,2946
59,900459,698,medium,wood,yes,yes,no,18,33,0,no,3134
65,625522,3303,medium,steel,yes,yes,yes,13,56,0,yes,3378
5,1209905,4342,low,concrete,yes,no,no,0,31,2,yes,2522
80,294682,1411,low,wood,yes,yes,yes,20,47,2,no,3444
84,664682,3110,medium,brick,yes,yes,no,24,26,3,yes,3548
20,1224637,2520,medium,steel,no,yes,yes,3,44,0,no,3173
92,1413011,2475,high,brick,no,no,no,1,30,3,no,4346
5,256409,5294,medium,wood,no,no,no,22,54,3,no,3428
67,452575,1840,medium,steel,no,yes,yes,27,58,2,yes,3792
30,1457174,3398,high,brick,no,no,yes,7,51,2,yes,4507
87,267832,3670,low,wood,no,no,yes,26,54,3,yes,4320
34,1497168,1284,high,steel,yes,no,no,1,23,2,yes,3592
92,964377,2839,medium,steel,yes,yes,yes,10,63,1,no,3815
1,205706,1498,medium,steel,no,no,no,26,25,3,yes,2359
27,1079737,2287,low,wood,no,yes,yes,9,47,0,yes,3346
63,1015884,5667,low,wood,no,no,yes,10,51,3,no,4742
34,921979,2431,high,steel,no,no,no,8,56,2,no,3150
95,787229,3081,low,steel,yes,no,yes,28,31,2,no,4099
32,1098149,5025,medium,steel,yes,yes,no,25,52,2,yes,3470
71,545983,3174,low,wood,no,no,yes,23,36,2,yes,4124
98,352106,5838,medium,concrete,no,yes,yes,3,42,2,no,3673
46,242509,620,low,brick,no,yes,yes,27,27,3,yes,3124
68,164308,5011,high,brick,no,no,no,28,22,2,no,3305
83,941693,3892,low,brick,no,yes,yes,3,78,1,yes,3632
57,558627,1217,medium,concrete,no,yes,yes,20,31,1,no,3711
22,245869,5440,high,wood,yes,yes,no,0,23,3,yes,2845
29,673549,1688,high,steel,no,yes,yes,22,77,3,no,4198
98,902886,748,low,steel,no,no,yes,27,30,1,no,3909
98,709935,5902,low,concrete,yes,yes,no,3,38,1,no,2774
45,187396,4977,high,brick,yes,no,no,0,37,2,no,2269
45,1093520,712,high,wood,yes,yes,yes,3,23,3,yes,4779
67,1302845,5932,medium,wood,yes,yes,no,3,37,3,no,3994
21,543086,1669,high,wood,yes,no,no,0,56,2,yes,2629
21,271576,3093,high,steel,yes,yes,no,13,78,3,yes,3065
60,517335,1693,high,brick,no,no,yes,15,49,2,no,3681
81,459078,2829,high,brick,no,yes,yes,8,72,1,yes,3822
29,223006,4571,medium,concrete,yes,no,no,23,34,1,yes,2174
33,157769,5892,high,brick,no,no,yes,29,27,1,no,3615
39,640177,1580,medium,steel,no,yes,no,24,46,0,yes,2250
62,1204970,2957,high,steel,yes,yes,no,6,60,2,yes,3555
90,184245,3880,medium,wood,yes,no,no,13,47,1,yes,2895
71,856099,5942,medium,wood,no,yes,yes,27,65,1,yes,4736
45,250274,5038,low,brick,no,no,no,4,67,2,no,2399
58,1064540,3651,medium,wood,yes,yes,no,13,75,0,no,2973
73,503742,5839,medium,wood,yes,yes,no,12,36,3,yes,4062
82,203476,4693,medium,concrete,no,yes,no,22,23,1,yes,2449
1,420632,3195,low,wood,no,no,no,1,43,0,yes,1606
11,1070146,2571,medium,wood,no,no,no,25,63,1,yes,3533
86,247384,5085,low,brick,yes,yes,no,22,49,1,no,2400
32,478611,3581,medium,brick,no,yes,yes,19,38,2,yes,3761
74,709355,4984,medium,wood,yes,yes,yes,11,44,0,no,3596
49,657961,5666,medium,concrete,no,no,no,20,36,1,yes,3060
91,1112625,5262,medium,steel,no,no,no,26,59,2,no,3832
76,1421835,3182,high,steel,no,no,no,6,77,1,yes,3644
30,1060311,4564,high,steel,no,no,no,1,55,2,no,3289
60,1122755,4684,high,concrete,no,no,yes,20,51,3,no,4762
10,201820,5460,medium,wood,no,no,no,27,22,1,yes,2394
76,734514,5251,high,steel,yes,yes,yes,17,62,2,no,4221
21,1497072,1723,low,wood,no,no,yes,9,37,1,yes,3962
91,1089031,1651,medium,wood,no,no,no,5,46,2,no,3938
6,656412,5271,high,wood,yes,no,no,25,69,3,yes,3890
38,1246762,1415,low,steel,yes,yes,no,23,67,2,yes,3036
58,174244,1578,low,concrete,yes,yes,yes,6,79,0,yes,1723
8,1165060,3458,medium,concrete,no,yes,yes,11,44,2,no,3737
70,368204,1282,medium,concrete,no,yes,yes,20,54,0,no,3072
63,1457231,4255,low,concrete,no,yes,yes,15,55,2,yes,4391
34,162571,3202,low,wood,no,yes,no,18,30,2,yes,2248
49,1028525,5959,medium,steel,no,yes,no,19,37,2,no,3331
40,100027,1380,low,concrete,yes,yes,no,17,58,2,yes,1754
86,693160,5199,high,concrete,no,no,no,21,71,0,yes,3351
29,643034,2042,high,concrete,yes,yes,yes,13,69,2,yes,3496
9,1283781,5100,low,brick,no,no,no,14,26,2,yes,3176
21,111416,3359,low,wood,no,yes,yes,7,70,2,yes,3086
32,1052647,2801,medium,concrete,yes,no,no,23,63,2,yes,3306
72,231119,2861,high,wood,no,no,no,14,33,2,yes,3491
55,139826,4233,high,wood,yes,no,yes,24,26,3,no,3882
43,1357089,3720,high,wood,no,no,yes,20,44,3,yes,5227
10,138301,3145,high,brick,yes,yes,yes,11,29,3,no,3309
49,426716,4641,high,brick,no,yes,no,25,64,3,yes,3410
87,1223073,1970,high,concrete,yes,no,yes,26,56,2,yes,4783
84,822258,2989,medium,wood,yes,no,no,21,37,1,no,3710
13,1004460,3428,low,brick,no,yes,no,17,41,3,yes,2869
86,701844,2062,high,steel,no,no,no,9,49,0,no,2929
41,1410727,1153,medium,steel,no,no,no,19,51,0,no,3295
79,301480,3172,medium,wood,no,yes,yes,13,32,2,yes,3551
31,118916,1315,low,steel,no,yes,yes,18,71,3,yes,2796
32,751663,4895,low,concrete,no,yes,yes,29,38,1,yes,3172
45,263544,5704,low,steel,yes,no,no,24,31,1,yes,2153
13,1031210,3989,low,steel,yes,no,no,15,45,3,yes,2900
25,263178,4342,low,steel,no,no,yes,21,76,0,yes,2455
85,815741,4644,medium,wood,yes,yes,no,21,52,3,no,3914
68,281418,5919,low,brick,yes,yes,no,19,32,3,no,2713
15,935684,3763,medium,steel,yes,no,yes,5,68,1,yes,3020
64,1216573,4251,high,steel,no,yes,no,12,29,1,yes,3665
85,161468,3735,high,wood,yes,yes,yes,10,52,3,no,4312
60,910648,5863,low,concrete,yes,yes,no,0,58,0,yes,2049
8,677089,3433,high,concrete,no,no,yes,8,58,0,yes,2996
95,629134,4095,medium,brick,no,no,yes,18,54,0,yes,3545
74,209572,1937,high,wood,no,yes,yes,4,30,3,no,3782
85,1498395,5688,high,brick,yes,no,no,6,67,3,yes,4596
17,300943,3021,high,steel,no,yes,yes,1,24,2,no,3168
5,1161936,4731,high,brick,no,yes,no,19,70,3,yes,4325
13,392889,3611,medium,brick,no,no,no,14,34,0,no,1877
21,1248001,3259,high,steel,no,yes,yes,28,73,0,no,3911
44,343099,1764,low,brick,yes,no,yes,5,49,1,no,2626
76,871384,5642,medium,brick,yes,no,no,0,73,1,no,2745
89,291696,3335,low,steel,no,no,yes,21,45,0,no,2668
53,1434296,5907,medium,steel,yes,no,yes,4,31,0,yes,3646
28,1142245,5413,high,steel,yes,no,yes,1,63,3,no,4459
66,1460516,5313,medium,brick,no,no,no,21,58,1,no,4215
21,428276,5318,low,steel,no,yes,no,20,36,0,no,1867
86,1351573,778,low,wood,no,no,yes,28,63,3,yes,5089
57,328902,1637,medium,brick,yes,no,no,13,49,2,yes,2356
55,170072,4434,low,steel,yes,no,yes,16,58,0,yes,1909
2,1493107,5378,low,brick,yes,yes,yes,28,22,1,yes,3368
94,361898,5405,medium,wood,no,yes,yes,29,34,2,yes,4464
65,240228,3157,high,steel,yes,yes,yes,11,25,3,no,3630
77,273669,2439,high,steel,yes,yes,no,26,77,0,yes,2502
3,459398,4168,high,concrete,yes,yes,yes,5,61,1,no,2747
59,1462658,5023,low,wood,no,yes,no,6,51,1,no,3459
84,1257885,5412,low,wood,no,yes,yes,15,73,1,no,4216
63,747394,4586,high,concrete,yes,no,no,24,24,1,no,3095
5,1364376,3776,medium,wood,yes,yes,yes,26,41,2,yes,4901
66,355256,3913,high,steel,no,yes,no,12,75,0,yes,2432
90,941373,1091,medium,concrete,yes,no,no,1,56,3,yes,3371
93,845985,5496,low,brick,no,no,yes,21,48,0,no,3509
18,1050483,4810,low,steel,yes,no,yes,21,69,0,yes,3125
9,1491651,909,high,wood,yes,yes,no,16,33,0,no,3410
22,330145,3198,medium,concrete,yes,no,yes,28,66,1,yes,2849
28,1041419,5911,medium,brick,yes,yes,no,23,72,2,yes,3262
60,475898,2301,high,concrete,yes,no,yes,4,62,3,no,3752
12,234330,1405,medium,steel,no,no,yes,1,37,3,no,2600
37,143357,4619,low,steel,yes,yes,yes,20,53,1,yes,2351
