age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
59,male,10,suv,31944,4,2,41,urban,605,yes,yes,4261
60,female,17,truck,48726,4,2,42,suburban,726,no,no,3780
71,male,11,sedan,39623,1,1,50,urban,417,no,yes,3109
58,male,4,sedan,22981,0,3,40,rural,550,no,yes,2339
26,male,8,sports,10958,1,5,8,suburban,702,no,yes,2702
41,male,19,sedan,19705,2,5,23,urban,499,yes,no,3418
54,male,17,sports,35636,0,4,36,rural,445,no,no,3200
66,female,18,hatchback,47876,4,7,48,suburban,350,no,yes,4865
58,male,2,suv,30152,2,0,40,rural,667,no,yes,2672
34,male,8,hatchback,43529,3,2,16,suburban,619,yes,no,3335
41,male,3,sports,5688,2,6,23,suburban,498,no,yes,3714
38,male,16,truck,30365,0,5,20,urban,740,no,no,2457
68,male,16,truck,34663,0,5,50,suburban,444,no,yes,3022
56,male,1,hatchback,44074,4,0,38,rural,358,yes,yes,3995
72,female,8,truck,42840,3,4,50,suburban,442,no,no,3986
58,female,8,sports,22739,4,5,40,rural,522,no,no,4870
56,male,4,suv,15909,3,7,38,suburban,399,no,no,4375
30,female,14,sedan,17713,3,5,12,suburban,325,yes,no,3642
28,male,14,sports,17614,4,3,10,urban,731,no,no,3981
63,male,2,sports,47089,2,0,45,suburban,825,no,no,3415
36,male,18,sedan,37561,1,6,18,suburban,421,no,no,3122
28,male,2,sedan,25734,3,6,10,rural,764,no,no,3495
30,male,5,suv,35709,0,4,12,rural,564,yes,no,2870
63,female,3,suv,27885,4,4,45,rural,306,yes,yes,4546
62,female,12,suv,11086,2,2,44,suburban,519,yes,yes,3061
18,female,12,truck,17731,3,3,0,rural,695,no,yes,2796
57,female,10,sports,25592,2,4,39,rural,756,yes,yes,3165
61,male,4,sedan,18341,4,7,43,suburban,407,no,yes,4695
36,female,0,sports,44435,0,3,18,rural,791,no,no,3050
29,male,8,sports,17976,3,2,11,urban,759,no,yes,3696
25,female,16,suv,22374,3,7,7,urban,308,yes,yes,4025
25,female,0,suv,17333,2,6,7,rural,666,yes,yes,3132
70,female,2,sports,10290,4,0,50,rural,424,no,no,3787
62,female,14,suv,28586,1,5,44,rural,461,no,no,3418
29,male,9,truck,21340,3,5,11,suburban,335,yes,no,3500
65,female,7,sedan,40655,0,1,47,urban,303,yes,yes,2579
50,female,11,sports,19560,3,1,32,urban,712,no,yes,3318
62,male,14,sedan,28997,3,1,44,rural,386,yes,yes,3435
43,male,8,truck,6340,1,5,25,rural,782,no,yes,2220
56,female,9,suv,49697,1,3,38,suburban,357,yes,yes,3406
45,male,19,hatchback,31013,4,7,27,suburban,439,yes,yes,4263
22,male,8,truck,37862,3,1,4,urban,471,yes,no,3267
25,male,14,hatchback,27282,3,0,7,suburban,559,no,no,2854
42,female,0,sedan,24076,2,4,24,urban,794,no,no,3217
44,male,1,sports,45894,2,7,26,rural,324,no,no,4931
63,female,18,suv,24665,0,3,45,rural,497,no,yes,2417
40,female,13,truck,15923,0,5,22,urban,722,yes,yes,2029
47,female,7,suv,44821,2,0,29,rural,417,no,yes,3025
62,female,5,hatchback,15935,0,6,44,suburban,305,yes,yes,2663
64,male,11,hatchback,29041,3,5,46,rural,396,no,yes,3826
40,female,14,sports,17467,1,3,22,rural,371,no,yes,3353
66,male,13,hatchback,16073,3,3,48,urban,731,no,yes,3336
64,female,0,sports,12691,2,3,46,suburban,679,yes,yes,3336
37,male,10,truck,29490,4,2,19,suburban,849,yes,no,3275
35,female,2,sports,20688,4,4,17,rural,355,yes,yes,4599
35,male,18,hatchback,37969,2,7,17,rural,402,no,no,3636
19,female,17,sedan,18829,3,1,1,suburban,515,no,yes,2630
21,female,19,sports,8086,0,2,3,suburban,320,yes,yes,2084
47,male,1,suv,49073,0,4,29,urban,509,yes,no,3615
50,female,6,sedan,7590,4,5,32,rural,590,yes,yes,3472
53,female,7,sports,44893,2,1,35,rural,487,yes,yes,3708
35,female,18,suv,12860,2,6,17,suburban,450,no,no,3730
54,male,14,sedan,43176,1,2,36,urban,490,no,yes,3319
36,female,9,sports,6948,4,2,18,suburban,706,no,no,3891
64,female,0,truck,41731,2,7,46,rural,513,no,yes,4177
45,male,5,suv,38461,1,0,27,rural,777,no,yes,2327
57,male,12,truck,31295,0,7,39,rural,493,yes,no,3174
37,male,13,hatchback,43131,4,6,19,rural,549,yes,yes,4677
66,male,2,sports,49893,4,6,48,urban,340,no,no,5978
50,male,10,sports,16924,2,2,32,rural,669,yes,yes,2685
29,female,2,suv,43655,2,3,11,suburban,319,no,yes,3969
68,female,18,sports,15851,3,5,50,urban,308,no,no,5039
32,female,9,hatchback,12734,0,6,14,urban,502,yes,yes,2365
58,male,14,sports,47681,0,7,40,rural,317,yes,no,4164
56,female,10,sedan,10293,1,2,38,urban,618,no,yes,2142
19,male,14,truck,18820,1,3,1,rural,581,no,no,2344
46,male,12,hatchback,7291,3,4,28,urban,775,yes,no,3149
58,female,4,hatchback,17391,0,4,40,urban,551,yes,no,2436
27,male,3,truck,40466,1,7,9,suburban,639,no,no,3241
19,male,12,truck,49334,0,6,1,suburban,761,yes,yes,2279
68,female,8,hatchback,46970,0,3,50,suburban,700,no,no,2604
28,male,16,truck,35796,1,0,10,urban,670,no,yes,2662
30,male,1,suv,38809,2,7,12,suburban,581,yes,yes,4033
27,female,4,truck,22591,2,0,9,suburban,689,yes,yes,2093
31,male,15,sedan,47640,1,4,13,suburban,636,no,no,2758
35,male,6,sedan,41389,3,5,17,urban,644,yes,no,4160
68,female,0,suv,8352,4,2,50,rural,818,yes,yes,3488
71,female,11,truck,23062,0,7,50,suburban,572,yes,yes,3085
26,female,10,sedan,33172,4,6,8,urban,552,yes,yes,4542
74,female,11,sports,15937,1,6,50,urban,673,yes,no,3610
56,male,18,truck,33121,0,4,38,rural,305,no,no,1898
45,male,11,suv,19602,4,4,27,suburban,713,yes,no,3785
20,female,11,truck,46740,2,7,2,urban,797,yes,yes,3576
37,male,13,hatchback,28136,3,7,19,urban,355,yes,no,4237
23,male,1,hatchback,5945,4,3,5,urban,697,no,no,3617
44,female,1,sedan,24812,3,0,26,rural,537,no,no,2894
70,female,3,hatchback,12973,2,5,50,suburban,789,no,no,3232
19,male,19,suv,28552,4,3,1,urban,321,yes,yes,4106
46,female,15,sedan,19118,1,4,28,urban,740,no,yes,2877
55,female,9,suv,16290,0,1,37,urban,340,yes,yes,2135
20,female,12,suv,30123,2,2,2,urban,557,yes,yes,2959
33,male,1,hatchback,21383,3,4,15,suburban,750,no,no,3271
47,female,2,hatchback,15366,3,7,29,suburban,347,no,yes,4179
57,male,18,suv,6797,2,3,39,urban,802,no,yes,2935
19,male,5,hatchback,31456,1,1,1,urban,438,no,yes,2572
34,male,18,hatchback,49016,1,1,16,urban,501,yes,yes,2605
58,female,19,hatchback,26427,3,4,40,rural,808,no,yes,3171
29,female,18,truck,7257,2,5,11,rural,585,yes,no,2873
52,female,7,suv,7197,2,0,34,rural,532,no,yes,2692
60,female,13,sports,13222,0,1,42,urban,615,no,no,2633
18,female,9,suv,30187,3,6,0,rural,760,no,no,3684
72,male,2,sedan,19152,1,7,50,suburban,849,yes,no,2594
62,male,5,hatchback,25781,4,7,44,rural,620,no,yes,4539
32,male,14,hatchback,40680,1,2,14,urban,474,yes,yes,3002
43,female,17,sports,16004,1,7,25,suburban,338,yes,no,3586
54,male,13,sedan,46642,4,3,36,urban,732,yes,yes,4311
38,male,18,truck,30515,3,3,20,suburban,784,yes,no,3233
66,female,9,suv,20416,0,3,48,rural,357,yes,no,2448
48,female,14,truck,11152,1,6,30,rural,795,yes,yes,2588
42,male,3,sedan,12172,1,4,24,suburban,433,yes,yes,2718
40,male,1,sports,8185,3,3,22,suburban,808,yes,no,3267
41,female,2,sedan,30352,3,6,23,urban,455,yes,yes,4335
74,female,6,sports,35743,2,3,50,suburban,500,no,no,4268
55,female,15,truck,36212,3,2,37,urban,798,no,no,3332
45,female,9,truck,31618,3,6,27,suburban,701,no,yes,3899
38,male,18,sedan,14161,1,0,20,suburban,795,yes,no,1434
71,male,16,sedan,22467,0,5,50,rural,787,yes,yes,2190
60,female,18,hatchback,26589,1,4,42,rural,459,no,yes,3149
35,male,4,sports,42630,3,4,17,urban,510,no,no,5038
53,male,19,hatchback,8070,2,3,35,urban,752,yes,yes,2505
52,female,12,suv,49708,0,2,34,urban,369,no,no,3157
62,male,12,suv,13563,2,1,44,suburban,613,yes,yes,2324
72,male,10,sedan,30254,4,6,50,suburban,730,no,no,4277
26,male,10,truck,21585,2,3,8,urban,681,yes,no,3034
70,female,15,suv,35297,2,6,50,suburban,466,yes,no,3808
55,female,14,suv,19772,3,3,37,rural,690,yes,yes,2972
47,male,16,hatchback,19455,3,4,29,suburban,618,yes,no,3241
61,female,17,hatchback,11299,3,4,43,rural,416,no,no,3262
51,female,18,suv,15188,3,3,33,urban,811,yes,no,3281
49,female,3,sedan,29763,3,4,31,suburban,502,yes,yes,3676
20,male,4,hatchback,37517,2,2,2,urban,461,no,no,3154
20,male,6,suv,26555,4,1,2,rural,761,no,no,3430
45,female,1,truck,34323,3,1,27,urban,500,no,no,4069
61,male,0,hatchback,22938,4,6,43,rural,530,yes,yes,4451
32,male,11,suv,26983,4,1,14,rural,815,yes,no,2988
58,male,9,sports,17874,1,6,40,urban,505,no,yes,4034
40,male,7,hatchback,29805,1,3,22,rural,630,no,yes,2289
57,male,0,sports,37822,0,5,39,urban,646,no,yes,3067
28,female,11,hatchback,25750,1,3,10,urban,648,yes,yes,2423
65,male,1,hatchback,41799,3,3,47,urban,459,no,yes,4499
49,male,9,sports,47083,4,2,31,rural,551,no,no,5087
74,male,16,sedan,32946,0,1,50,rural,521,yes,no,2490
71,female,2,suv,6552,1,4,50,suburban,693,yes,yes,2586
53,female,6,sedan,35049,2,4,35,urban,695,yes,yes,3562
50,female,11,sedan,12795,0,0,32,urban,466,no,no,1683
41,male,7,suv,10271,3,0,23,urban,751,yes,no,3129
56,female,19,truck,19665,4,6,38,urban,437,yes,no,4641
51,female,11,sedan,5115,3,7,33,urban,509,no,yes,3968
73,female,2,sedan,41381,3,5,50,urban,513,yes,no,4748
45,female,16,sedan,33994,2,6,27,urban,659,no,no,3681
54,male,8,truck,32186,2,4,36,suburban,534,no,yes,3787
24,female,9,hatchback,35267,4,1,6,suburban,696,yes,yes,3210
21,female,5,sports,44140,1,6,3,urban,603,no,no,3863
54,male,0,sports,29935,3,3,36,urban,408,no,no,4620
73,male,11,truck,36748,1,4,50,suburban,689,no,yes,3014
18,female,4,sedan,29603,4,5,0,suburban,419,yes,no,3788
18,male,12,sports,8837,3,5,0,urban,509,no,no,3637
64,female,14,truck,41301,1,4,46,urban,726,no,no,3314
37,male,10,suv,14610,3,7,19,suburban,843,yes,no,3632
36,male,7,sports,33615,2,0,18,suburban,629,yes,no,2950
46,female,4,suv,16108,2,7,28,urban,525,no,yes,3881
27,male,1,sedan,43599,0,1,9,suburban,446,no,no,2100
35,female,11,sports,27347,4,4,17,urban,639,yes,no,4330
45,male,1,truck,39062,1,3,27,rural,479,no,yes,3213
52,female,15,hatchback,12550,3,3,34,urban,589,yes,no,3318
60,male,2,sports,33205,0,2,42,urban,486,yes,no,3514
64,male,9,sports,23459,4,3,46,urban,785,yes,yes,4213
48,male,18,sports,28750,4,4,30,suburban,636,no,yes,4141
44,male,7,sports,49637,4,4,26,urban,407,yes,no,5548
28,male,6,truck,32729,1,3,10,urban,425,yes,yes,2979
66,female,0,truck,43585,2,0,48,suburban,333,yes,no,3136
66,male,11,hatchback,23162,0,1,48,rural,737,no,no,1549
55,female,4,truck,49854,1,5,37,rural,575,no,yes,3496
22,female,15,truck,15690,3,4,4,suburban,793,yes,yes,2869
25,female,3,sedan,34104,1,3,7,urban,481,yes,no,3208
51,male,16,sedan,21757,3,5,33,rural,538,no,no,3745
65,female,1,suv,19770,3,3,47,rural,647,no,no,3332
69,male,11,hatchback,15457,4,4,50,suburban,445,no,yes,3948
73,female,0,sedan,47802,1,2,50,rural,343,yes,yes,3540
29,female,11,hatchback,22957,2,1,11,rural,798,no,no,2004
55,female,11,hatchback,34619,3,4,37,suburban,594,yes,no,4179
18,female,11,sports,25828,4,5,0,rural,830,yes,no,4211
48,female,18,hatchback,22171,2,3,30,urban,510,no,no,3227
21,male,16,sports,39313,1,2,3,suburban,701,yes,no,2941
66,female,19,suv,18146,2,6,48,urban,530,yes,no,3394
62,female,10,suv,19202,1,4,44,urban,638,no,no,3220
67,male,12,suv,42142,3,1,49,suburban,304,yes,no,4119
22,male,7,sports,26831,0,2,4,rural,610,yes,no,2459
47,male,9,sports,14849,0,5,29,suburban,461,no,yes,2626
73,female,7,suv,25439,3,7,50,rural,515,yes,yes,4571
41,female,19,sports,21990,2,3,23,urban,470,no,no,4138
20,female,7,truck,18336,1,0,2,rural,551,no,no,2370
28,female,8,truck,40344,0,6,10,urban,337,yes,yes,2945
62,female,6,sports,27953,1,6,44,urban,527,yes,yes,4382
21,female,13,sports,10051,3,1,3,urban,577,no,yes,4020
43,male,1,sedan,15068,2,7,25,suburban,584,no,yes,3657
44,male,10,sedan,21967,1,2,26,rural,809,yes,no,1718
63,female,7,hatchback,26773,2,4,45,rural,665,yes,no,3111
71,female,12,hatchback,48769,0,4,50,rural,367,yes,yes,3161
60,female,14,hatchback,36014,1,2,42,urban,403,no,no,3082
44,female,2,suv,13847,4,4,26,suburban,700,yes,no,3428
59,female,13,truck,9881,0,6,41,rural,545,yes,no,2593
68,male,14,suv,46182,2,6,50,rural,491,yes,yes,3999
67,male,1,sports,12699,3,6,49,suburban,595,yes,yes,4553
23,female,18,sedan,29180,4,2,5,rural,443,no,no,3940
32,male,11,sports,42891,1,1,14,suburban,325,no,yes,2971
70,female,19,sports,8550,0,6,50,suburban,550,yes,yes,3117
47,female,3,sedan,27163,1,4,29,rural,492,yes,yes,2891
59,female,2,sports,48402,1,7,41,suburban,680,no,no,4146
54,male,4,hatchback,34675,4,1,36,suburban,301,yes,no,3956
54,male,2,sedan,49945,4,7,36,rural,344,no,no,5034
59,female,14,sports,37934,4,3,41,urban,302,no,yes,4858
54,male,18,hatchback,31592,4,3,36,rural,748,no,yes,3225
52,male,1,hatchback,46077,3,3,34,rural,434,no,no,4362
40,female,11,truck,28039,2,3,22,urban,590,yes,yes,3271
23,male,4,hatchback,47769,4,4,5,suburban,577,no,yes,4624
21,male,16,suv,28726,0,2,3,rural,475,yes,yes,2042
35,female,13,sedan,39974,1,4,17,urban,581,yes,yes,3047
26,female,9,sedan,39018,4,5,8,urban,419,no,no,4855
66,male,2,sedan,9558,0,4,48,rural,473,no,no,2456
46,female,3,sports,37174,3,1,28,rural,738,no,yes,3731
30,male,5,sports,35405,0,2,12,urban,758,yes,no,2843
64,female,15,suv,47631,0,7,46,rural,640,no,no,3005
69,female,6,hatchback,7151,3,6,50,urban,420,no,no,4310
34,female,14,sports,42845,3,0,16,rural,792,no,yes,3775
62,female,19,hatchback,20552,1,0,44,urban,575,yes,no,2487
49,male,10,hatchback,40065,4,6,31,rural,328,no,yes,4621
65,female,0,sports,46996,0,2,47,rural,543,no,no,3476
39,female,4,sports,7614,2,0,21,rural,620,no,no,2901
21,female,12,suv,39647,2,2,3,suburban,651,yes,no,3074
22,male,13,truck,5620,1,1,4,rural,831,no,no,1876
54,male,8,sedan,28082,2,1,36,urban,380,yes,yes,3005
58,female,16,sports,26891,1,4,40,urban,592,yes,no,3513
66,female,14,sports,46030,4,0,48,suburban,593,yes,no,4467
30,female,6,hatchback,37314,1,6,12,suburban,796,yes,no,2987
51,female,11,truck,28500,3,2,33,suburban,757,yes,no,2931
62,female,5,sports,39693,3,7,44,rural,359,no,no,5100
39,female,15,truck,33018,3,1,21,rural,842,no,yes,3133
70,male,4,sedan,24567,3,4,50,urban,679,yes,yes,3663
40,female,8,hatchback,30978,3,0,22,urban,623,yes,yes,2756
68,female,13,suv,15553,3,0,50,rural,361,yes,yes,2836
20,female,7,sedan,14630,3,0,2,urban,445,yes,no,3037
59,female,13,truck,17003,3,7,41,rural,661,no,yes,4190
51,female,11,truck,46444,3,1,33,suburban,352,no,yes,3473
49,female,9,sedan,25648,4,7,31,rural,701,yes,no,4009
62,male,19,truck,36607,3,1,44,rural,748,yes,yes,3388
68,male,19,suv,42666,1,0,50,rural,382,yes,yes,2611
66,male,12,suv,29821,4,1,48,urban,678,no,no,3987
38,male,18,truck,19601,2,0,20,rural,757,yes,yes,2287
63,male,14,truck,11121,0,3,45,rural,380,no,yes,1887
61,male,7,suv,43557,4,1,43,rural,813,no,yes,3859
38,female,9,truck,21310,3,2,20,suburban,608,yes,yes,2684
61,female,2,sports,27098,4,1,43,rural,793,no,no,3763
28,female,2,hatchback,28531,0,0,10,rural,535,yes,yes,2194
56,female,4,sports,44253,0,2,38,rural,336,no,no,3187
21,female,15,truck,14980,3,4,3,urban,624,yes,no,2904
68,female,16,truck,41393,3,2,50,suburban,355,yes,no,3538
18,male,5,hatchback,49280,1,2,0,suburban,420,yes,no,3086
45,female,19,truck,13951,0,1,27,rural,613,yes,yes,1191
41,male,19,hatchback,13117,3,5,23,rural,510,yes,yes,3174
52,male,15,suv,30979,0,2,34,urban,402,yes,yes,2736
30,female,1,hatchback,13989,1,2,12,rural,738,no,no,2177
64,female,19,hatchback,21915,2,6,46,urban,337,no,no,3768
51,female,14,sports,34535,0,0,33,rural,713,yes,no,2088
28,female,17,truck,37124,1,1,10,urban,523,no,yes,2980
53,female,0,suv,49376,1,0,35,suburban,592,yes,yes,3016
68,female,18,sedan,38366,1,1,50,rural,454,no,yes,3008
34,female,11,hatchback,12428,4,7,16,urban,331,no,yes,4352
52,male,7,sedan,29881,3,4,34,urban,533,yes,yes,3896
35,female,5,truck,9904,0,5,17,rural,788,yes,yes,1667
57,female,11,hatchback,40677,4,2,39,urban,632,no,no,3985
39,male,6,sedan,13922,0,6,21,rural,316,no,no,2583
74,female,17,sports,36160,4,1,50,rural,713,no,yes,3823
41,female,13,sedan,7025,3,2,23,urban,539,no,no,3269
36,male,7,sports,18220,1,2,18,urban,585,no,yes,3452
54,female,19,suv,7766,0,3,36,urban,645,no,no,1697
56,female,13,truck,23482,1,7,38,suburban,674,yes,yes,2700
38,female,4,sedan,38159,3,7,20,rural,315,no,yes,4556
25,female,8,hatchback,15935,0,0,7,rural,559,yes,yes,1305
45,female,7,truck,8784,2,7,27,suburban,660,no,no,2982
22,female,1,sedan,28050,2,7,4,suburban,698,yes,yes,3523
34,male,15,hatchback,25221,2,7,16,urban,759,yes,no,3758
54,female,12,hatchback,34179,3,5,36,rural,815,yes,yes,3611
53,female,6,hatchback,23069,2,6,35,suburban,384,yes,no,3502
71,male,15,hatchback,40682,0,1,50,suburban,362,no,no,2293
36,male,6,sedan,30994,2,7,18,rural,399,yes,yes,3942
44,female,13,suv,33767,0,4,26,rural,594,yes,yes,2927
70,male,13,sports,17282,3,5,50,rural,461,no,yes,4119
51,female,11,sports,25110,1,3,33,urban,477,no,no,3824
28,female,0,sports,36232,4,0,10,suburban,743,no,yes,3843
71,male,0,suv,49273,2,4,50,urban,627,yes,yes,3868
62,female,11,hatchback,9951,4,4,44,rural,627,no,no,3413
64,female,19,hatchback,12655,1,2,46,rural,341,yes,no,2386
29,male,14,truck,34461,3,0,11,suburban,541,yes,no,3086
71,male,3,sports,9610,3,3,50,urban,641,yes,yes,3908
38,male,6,sports,36617,1,1,20,urban,390,no,yes,3652
71,male,15,hatchback,22468,4,1,50,urban,327,yes,yes,3922
28,female,2,sports,12583,2,3,10,rural,758,yes,yes,2988
56,male,6,hatchback,30583,0,2,38,suburban,684,yes,no,2028
45,male,5,hatchback,22701,3,2,27,urban,786,no,no,3172
22,male,15,hatchback,11880,1,4,4,rural,519,no,no,2552
34,male,7,sedan,40117,4,7,16,rural,563,yes,yes,4888
73,male,5,sedan,28721,2,0,50,urban,420,yes,no,3304
37,female,9,sedan,44976,4,4,19,suburban,345,yes,yes,4499
58,male,15,sedan,31854,2,7,40,suburban,579,yes,no,3845
63,female,10,suv,11881,0,6,45,urban,414,no,no,3337
29,male,12,truck,8722,0,6,11,rural,467,yes,yes,1785
23,male,5,truck,25077,1,1,5,rural,734,no,no,2162
34,male,0,hatchback,20332,1,3,16,urban,545,yes,no,3321
68,male,18,sports,44992,2,0,50,rural,783,yes,yes,3045
36,male,11,sedan,18229,2,3,18,rural,674,no,no,2382
43,male,5,truck,12802,2,0,25,urban,579,yes,yes,2953
65,male,17,truck,27101,2,5,47,rural,321,yes,no,3176
61,male,12,sedan,16439,0,1,43,urban,367,no,no,2070
61,female,6,suv,40902,1,1,43,urban,357,yes,yes,3317
69,male,12,suv,7598,1,5,50,urban,826,no,yes,2707
49,female,7,truck,31761,3,0,31,rural,563,no,yes,3450
23,male,16,suv,9052,1,2,5,urban,722,yes,no,1897
72,female,8,sedan,17741,1,0,50,rural,798,no,no,1966
53,male,19,truck,8824,4,1,35,urban,590,no,yes,3563
55,male,12,sedan,41288,4,6,37,suburban,468,yes,yes,4953
28,male,1,suv,6249,3,3,10,rural,761,yes,yes,3133
50,female,3,sedan,27970,2,4,32,rural,652,yes,yes,2858
41,female,1,suv,20565,3,3,23,rural,539,no,no,3498
40,female,3,suv,23458,3,1,22,suburban,582,yes,no,3541
32,female,17,sedan,7014,0,3,14,urban,748,no,yes,1564
44,male,4,suv,9944,1,2,26,suburban,365,yes,yes,2391
28,male,18,hatchback,38716,0,2,10,urban,626,yes,no,1832
74,male,9,sedan,48451,1,6,50,urban,755,yes,no,3739
68,female,17,hatchback,19012,3,0,50,urban,776,no,no,2735
67,male,9,sedan,42460,1,7,49,urban,584,no,no,4092
34,female,4,suv,8240,2,3,16,urban,330,no,no,3320
68,female,16,suv,47530,2,3,50,suburban,747,yes,no,3337
70,female,12,truck,18731,3,1,50,rural,513,yes,yes,3226
31,female,16,truck,23018,4,0,13,suburban,324,yes,yes,3126
44,female,8,hatchback,47898,2,0,26,rural,672,yes,no,2509
35,male,11,suv,22916,3,3,17,rural,696,yes,yes,2746
45,female,13,truck,45376,0,4,27,rural,636,yes,yes,2358
68,female,13,suv,32604,4,3,50,suburban,579,yes,no,4215
64,male,7,sedan,25030,2,3,46,urban,847,no,no,3023
64,female,4,truck,16589,3,3,46,urban,497,yes,yes,3754
21,female,18,hatchback,26983,3,2,3,rural,778,yes,no,2845
24,male,13,truck,17437,0,5,6,urban,369,no,no,2846
62,male,8,suv,32618,0,0,44,urban,804,yes,yes,1835
52,male,6,sports,14705,4,5,34,suburban,409,yes,yes,4541
65,female,7,sports,27680,2,2,47,urban,681,no,yes,3865
26,male,13,suv,20376,3,4,8,urban,696,yes,no,3761
25,male,13,sedan,30420,4,7,7,suburban,708,no,yes,3924
69,male,10,truck,49379,4,1,50,urban,650,yes,no,4308
62,female,13,sports,45358,0,6,44,rural,833,no,no,3152
34,male,7,sedan,44333,3,4,16,suburban,800,yes,yes,3781
34,female,2,suv,6835,1,0,16,urban,720,no,yes,2020
66,female,17,sedan,26283,0,1,48,urban,410,yes,no,2563
50,male,2,suv,47565,3,5,32,suburban,508,no,no,4528
49,female,12,truck,40963,4,4,31,rural,738,yes,no,3822
25,female,11,sedan,14179,4,0,7,suburban,477,yes,no,3016
36,male,14,truck,33904,2,6,18,rural,724,yes,yes,2840
55,female,17,sedan,46113,1,7,37,suburban,627,no,yes,2939
20,male,4,suv,38674,0,7,2,urban,310,no,yes,3765
22,female,6,suv,16955,2,6,4,suburban,551,yes,yes,3656
30,female,10,sedan,12198,2,4,12,suburban,534,yes,no,2965
64,male,10,suv,6620,1,1,46,rural,553,no,no,2101
63,male,14,hatchback,49588,0,1,45,suburban,777,no,yes,2242
48,female,9,hatchback,16766,0,4,30,rural,428,no,yes,2142
72,female,14,truck,36090,4,2,50,suburban,831,no,no,3753
33,male,12,hatchback,46291,0,4,15,urban,399,no,no,3337
67,female,13,hatchback,9338,2,5,49,suburban,589,no,no,3250
49,female,16,sports,10301,4,4,31,urban,525,yes,yes,4804
39,female,12,sports,20144,0,4,21,rural,424,yes,yes,2787
46,female,9,sports,18784,1,2,28,rural,737,yes,no,2527
39,male,0,sports,7423,2,3,21,rural,646,no,yes,3106
60,male,0,suv,13272,3,1,42,rural,482,no,no,3146
20,male,14,truck,6573,1,5,2,suburban,650,yes,yes,1890
71,male,15,truck,29419,1,0,50,suburban,814,yes,no,1855
27,male,11,hatchback,21803,0,1,9,suburban,677,no,yes,1399
59,male,5,truck,38234,4,1,41,urban,764,yes,no,3888
38,female,5,hatchback,10176,4,3,20,suburban,639,yes,yes,2872
33,male,11,truck,41161,2,1,15,urban,440,no,no,3144
29,female,14,sedan,47525,0,1,11,urban,410,yes,no,2761
19,female,3,sedan,20164,4,2,1,suburban,560,yes,no,3151
58,female,3,truck,17222,3,2,40,urban,487,no,no,3812
41,male,1,suv,30379,0,2,23,rural,670,no,yes,2122
52,female,11,hatchback,30653,0,2,34,suburban,657,no,no,1940
73,male,6,truck,23016,4,2,50,suburban,572,no,no,4246
47,female,19,hatchback,23368,1,7,29,urban,748,yes,no,2941
74,female,8,sports,28505,0,5,50,suburban,716,yes,yes,3095
47,male,8,truck,37771,1,0,29,suburban,687,no,no,2182
64,female,7,suv,45245,2,3,46,urban,637,no,yes,3748
52,female,13,sports,43766,2,4,34,suburban,610,no,no,3793
36,female,0,truck,38370,4,6,18,suburban,628,yes,no,4387
67,female,11,sedan,12256,2,5,49,suburban,346,yes,no,3018
25,male,1,truck,48327,4,2,7,urban,448,yes,no,4250
43,female,12,sedan,33251,4,3,25,suburban,649,no,yes,3664
66,female,3,sedan,36977,1,4,48,suburban,622,no,yes,2963
57,male,19,truck,37664,1,1,39,suburban,419,yes,no,2138
24,female,17,truck,11714,2,7,6,rural,697,yes,no,2747
47,female,18,sedan,46144,1,7,29,suburban,496,no,no,3392
24,female,15,hatchback,16701,0,5,6,urban,712,no,yes,2304
20,female,13,sports,19891,3,1,2,rural,738,no,no,2792
18,male,7,suv,41019,0,3,0,urban,336,no,yes,3440
53,female,11,truck,32516,0,0,35,suburban,486,no,yes,1982
42,male,8,sports,45912,4,0,24,suburban,719,no,no,3935
54,female,5,sports,14916,3,7,36,suburban,759,no,yes,4186
18,female,17,hatchback,7910,4,3,0,rural,409,no,no,3454
32,female,1,sports,23254,1,6,14,suburban,486,yes,yes,3888
54,male,7,truck,49250,1,6,36,urban,770,yes,no,3495
30,female,13,sports,41116,3,0,12,rural,377,yes,no,3489
57,female,5,truck,22985,2,6,39,urban,673,no,no,3327
25,male,9,truck,27151,1,0,7,urban,629,yes,no,2090
22,male,7,sedan,10830,0,1,4,urban,424,yes,no,2069
26,male,16,hatchback,49297,3,6,8,urban,615,yes,no,4299
18,male,11,suv,45888,3,0,0,urban,619,no,yes,3476
53,female,16,sedan,23474,1,0,35,suburban,774,no,yes,1987
52,female,12,suv,10480,1,3,34,urban,788,no,yes,2922
19,female,18,truck,14443,4,0,1,urban,813,yes,no,3051
57,female,11,sedan,44138,4,6,39,suburban,633,yes,no,4487
40,male,15,sports,37938,0,7,22,rural,370,no,no,3522
26,female,4,sports,7809,3,7,8,suburban,764,yes,no,4068
51,female,15,suv,44761,2,6,33,rural,675,yes,no,3717
63,female,5,truck,31930,2,5,45,urban,307,no,no,4158
31,female,10,suv,28095,3,2,13,suburban,463,no,yes,3819
21,male,16,hatchback,16946,0,2,3,rural,594,no,no,1875
47,female,13,sports,8991,4,3,29,rural,657,no,no,3749
48,female,5,sedan,28519,4,2,30,suburban,380,no,no,3721
55,female,10,sedan,31657,4,1,37,suburban,574,no,no,3748
28,male,11,sedan,5826,2,5,10,suburban,839,no,no,2584
